,index,image_link,group_id,entity_name,OCR Text,prediction
81536,81605,https://m.media-amazon.com/images/I/610bsf7rIpS.jpg,529606,width,DINIL BURNING INSTRUCTIONS: CHIME /SPELL Before Lighting Cande lease Read Carfully. CANDLES Keep Out of Reach of Children. Never Leave a Burning Cande Unattended 100 PACK Always Usea Non Flamable Holder OrContainerto BLACK 4 INCH TALL protect Surroundin Surfaces. Never Move a Lighted Candle. Melted Wax is Hot. Trim Wick to 1/4 Before igting orRelighting. Keep Lit Candle Outof Drais. Burn time-2 hours Approx Burn Candle with Care at Your Own Risk. DINIL,10 inches
81599,81668,https://m.media-amazon.com/images/I/610dQlRzILS.jpg,366962,width,5,5 inches
81619,81688,https://m.media-amazon.com/images/I/610dtrF81jL.jpg,368364,width,3-5 Hours Fully Charged. Please pour solution into machine slowly 10.6 in Type-C Port/5V 2A 7.88 in,10.6 in
81641,81710,https://m.media-amazon.com/images/I/610efcVZ-yL.jpg,816782,width,Rug Form Type Area Rug Size 6' x 9' Material Polyester,6'
81930,81999,https://m.media-amazon.com/images/I/610ng-qD5QL.jpg,758128,width,Product Dimension LAL 9.3' 6.6' 10 8.2' 10',8.2'
81976,82045,https://m.media-amazon.com/images/I/610q0cwXuAL.jpg,412008,width,Zuvo 17 Inch BBQ grill provides ample cooking surface for any meal of your grilling Very suitable for barbecue outdoors.,17 inches
82132,82201,https://m.media-amazon.com/images/I/610vEnDD83L.jpg,119607,width,XS GROBE 20CM nedatiy 10 CM EXTRA DICKES STAHLBLECH - HOCHWERTIGE MOTIVPRAGUNG,20 cm
82434,82503,https://m.media-amazon.com/images/I/61143d3qotL.jpg,927393,width,"inch 65 0,35 inch inch",The width of the object in the image is 1.65 inches.
82581,82650,https://m.media-amazon.com/images/I/61196A1mdlL.jpg,737148,width,"Confirm The Model You Need Haprait REFRIGERATORWATER FILTER nent forWF3CB.Puresource erating specification 9"" 11"" 33-100F(0.6-37.5 empera ons (757litres 0.5 gpm (1.89 1pm 30-120psi(207-827 x x WF3CB OLTRAWF EPPWFUO1","9"""
83079,83148,https://m.media-amazon.com/images/I/611RS-dd3gL.jpg,496169,width,"40"" 48"" 54"" 24"" 60"" 24x401More suitable for dothes shorter than 39,Like suit vest and jacket XL [24""x48""]:More suitable for clothes between 39""and47"",Like down jacket XXL [24x54]More suitable for clothes between 47""and 53"",Like long dress XXXL [24""x60]:More suitable for dlothes between 53""and 59"",Like extra longer dress.","40"""
83129,83198,https://m.media-amazon.com/images/I/611TqBem7xL.jpg,507467,width,"HIGHSTRENGTH POLYMER MATERIAL Durable, light weight,scratch proof 1.1 in 1.2 in SOLOFISH 1.9 in RUNTIME LASER VISIBLE DISTANCE LIGHT BRIGHTNESS WEIGHT WATER-PROOF Light:75min 50m in daylight Light+laser:60min 1000m in the dark 600 lumens max 55g Ipx6",1.9 inches
83407,83476,https://m.media-amazon.com/images/I/611e6gSdLIL.jpg,433914,width,"YHDOOR 1, It is suitable for taller garage door, if your garage door height is more than 8'but below 12'This drum must be your choice 2, Maximum door height: 144' 3,Maximum door weight: 750lbs 4, Material: Aluminium Alloy","144"""
83437,83506,https://m.media-amazon.com/images/I/611fCfV5aQL.jpg,507467,width,Focus Adjustable LED Flashlight Net Weight150g Model of LED Beads:Cree XML-T6 14.5CM Wattage10 Watts 16.5CM AIRAA Zoom:Yes Focal Length:Adjustable Lighting Distance:150M-200M Materigl:Aluminium Alloy 5Modes:High/Middle/Low/Strobe/sos Power Source 3xAAA 0r 1x18650 Battery,"The width of the object in the image is 1.5 cm, as indicated by the measurement on the left side of the image where the flashlight's dimensions are shown."
83695,83764,https://m.media-amazon.com/images/I/611oSavE-6L.jpg,478357,width,19-Inch 28-Inch 50-Inch,50-Inch
83730,83799,https://m.media-amazon.com/images/I/611pPOZY0iL.jpg,558806,width,9.9CM HAPPY,9.9CM
84022,84091,https://m.media-amazon.com/images/I/612+PzDMuGL.jpg,860821,width,LIGHTWEIGHT& COMPACT Suitable for any indoor or outdoor events This fly fan is easy to carry and keeps your space bug-free. 9.8' AA AA 0.4LB Batteries arenot included,"3.3"""
84073,84142,https://m.media-amazon.com/images/I/612-wDEp64L.jpg,944936,width,"THANK YOU ! no^ XDw be proud of the work you do.. 8.6 "" The person you are, and the difference you make 1 6.1",6.1 inches
84204,84273,https://m.media-amazon.com/images/I/6125RMpVrEL.jpg,781426,width,".BloeSnail. Only for you OUR QUILTED PACK N' PLAY MATTRESS COVER ENABLES TO FIT A WIDE RANGE OF MATTRESS DEPTHS. PCK'N PLAY DREAM ON ME 3"" DREAM ON ME 5 MINI/PORTABLE FOLDING MATTRESSES PACK'NPLAYMATTRESSES PACK'NPLAY MATTRESSES MATTRESSES 25.5X37.5+2 25.5X37.5+3 25.5X37.5+5 24X38+3","37.5"""
84689,84758,https://m.media-amazon.com/images/I/612Oj4t4d2L.jpg,311997,width,2 SIZES ARE AVAILABLE Please ensure the size you want before adding to your cart,"7"""
84809,84878,https://m.media-amazon.com/images/I/612TbwLAWdL.jpg,745387,width," Product Size 15.7 "" 47.2' 44LBS 31.3 55LBS 18.7 5.8 12.3 20.8",The width of the object in the image is 20.8 inches.
84922,84991,https://m.media-amazon.com/images/I/612X3Du1YbS.jpg,752266,width,Bronze body D25.5*H19.6E14*6,"The width of the chandelier is given as D25.5"", which translates to 25.5 inches or approximately 64.7 centimeters."
84939,85008,https://m.media-amazon.com/images/I/612YPTSUgUL.jpg,757743,width,21 X 20 5_inch 19 18 6 Toddiy 5 WILL BEA 7_inch GoodDay 9 8 Being Happy 3 6 Never Goes 2 5 Outof Style 4 2 0cm1 Oin Oin 2 3 4 5 9 0cm1 2 3 4 5 6 7 8 9 10111213141516,5 inches
85053,85122,https://m.media-amazon.com/images/I/612cxzlzcdL.jpg,711228,width,"KOMPAKT & FUNKTIONAL LEICHT ZU BEFULLEN Zum Offnen & Befullen Verschlusskappe mit einfullen & wieder verschlieBen IDEAL ALS GESCHENK STUFENLOSES MAHLEN Optimale Mahlleistung mit einstell- barem Mahlgrad von fein bis grob KOMPAKTES DESIGN LARSNYSOM Hohe: 18,7 cm Durchmesser 5,0 cm Fullmenge: ca.150 g","The width of the object in the image is 5,0 cm."
85360,85429,https://m.media-amazon.com/images/I/612o9NKuyVL.jpg,793774,width,"24WAND&.5GPMFANTIP With a wide fan spray pattern, achieve even concrete finishes in no time at all WAND COMPATIBLE B Need to use a different attachment? Easily swap wandswith most major manufacturerattachments! HANDLEPRESS Great for one hand operation,use the comfortable handle press for automatic control of spray",24”
85374,85443,https://m.media-amazon.com/images/I/612oV66j0oL.jpg,311997,width,"47.2"" 11.8 19.7 WHITE/5-TIER 19.7X11.8X47.2'",19.7 inches
85535,85604,https://m.media-amazon.com/images/I/612vTLQ4RkL.jpg,347320,width,MATERIAL:1OO%POLYESTER WIDTH:ABOUT150CM WEIGHT:ABOUT420G/M COLOR:11 KINDS COMMODITYINFORMATION,150 cm
85886,85955,https://m.media-amazon.com/images/I/6136VEfS8bL.jpg,460806,width,HOPA,52 mm
86495,86566,https://m.media-amazon.com/images/I/613UnHhWHOL.jpg,483370,width,after assemble spring located aunch location. up/side down turning position 7CM stone 6CM 11CM catapult 4CM 3.5CM 9.5CM 7CM 12CM Siege Crossbow,The width of the object in the image is 12 centimeters.
86523,86594,https://m.media-amazon.com/images/I/613VlXhw+PL.jpg,573063,width,"1"" Round Ring. Holds up to175 sheets 1.4 175 1' - Sheets SPINE WIDTH","1.4"""
86551,86622,https://m.media-amazon.com/images/I/613Wrrf6JKL.jpg,142748,width,X*12* 1uen 118cm 12* 99.9%,118 cm
86725,86796,https://m.media-amazon.com/images/I/613cPPygwUL.jpg,676087,width,"TABLE RUNNER GUDE 72 13' 8 Inch Hanging. TABLE SHAPE TABLE RUNNER SIZE PERSONS SEATED FITS TABLE SIZE Table 72""Length 28x46-40x54 4-6 Runner 183cm 70x115cm-100x137cm Not all sizes offered are included in this diagram, this is for reference only",13 inches
87031,87102,https://m.media-amazon.com/images/I/613pmgtIOVL.jpg,944936,width,"CREDIT CARD SIZE WHENI SAY ILOVEYOU MORE IDON'TIMEAN ILOVEYOU MORE THANYOULOVE ME ***Fmean** I LOVE YOU MORE than the bad days ahead of us, 3.35 ILOVEYOU MORE than any fight we will ever have, ILOVE YOU MORE than the distance between us, ILOVE YOU MORE than any obstacle that could try and come between us. I LOVE YOU ALWAYS & FOREVER Haypy25thAnniverary 2.13""",2.13 inches
87087,87158,https://m.media-amazon.com/images/I/613rjlZ9CkL.jpg,245652,width,Product Size 10. 5CM 6.5CM 4 CM 2CM 10.5CM 0.8CM Spice box,The width of the object in the image is 10.5 centimeters.
87090,87161,https://m.media-amazon.com/images/I/613rklfkuLL.jpg,668667,width,15.74 In JSEVEM 118.11 In,15.74 inches
87119,87190,https://m.media-amazon.com/images/I/613sgg7mygL.jpg,178958,width,44.5 in,"The width of the object, which appears to be a hanging organizer with multiple pockets, is not explicitly provided in the image. To determine its exact width, one would need additional information or measurements that are not visible in this particular presentation."
87227,87298,https://m.media-amazon.com/images/I/613y6SL4Y6L.jpg,366962,width,P Paper Accents Cardstock Rainbow Pack 250 : Mellow Hues DP88.1122 www.pa-dist.com,8 inches
88123,88194,https://m.media-amazon.com/images/I/614QSBkx42L.jpg,483370,width,7.9 in I/ X -D D,7.9 inches
88216,88287,https://m.media-amazon.com/images/I/614TeTBcsCL.jpg,396159,width,WOOE WDOE,30cm
88402,88473,https://m.media-amazon.com/images/I/614Zj7Z-A+L.jpg,276611,width,PH! ViLLA 5 23',The width of the object in the image is 23 inches.
88463,88534,https://m.media-amazon.com/images/I/614cnQ0JZ2L.jpg,242256,width,3'X5 OUGHTEX1000 4 Rows sewing on fly side &real brass grommets UV block protected Anti rain and acid protection Excellent wind resistance 100D Premium oxford polyester flag fabric,3 feet 5 inches
88514,88585,https://m.media-amazon.com/images/I/614ekaBTWCL.jpg,483370,width,product Dimensions 14.17 IN(36 CM),"The width of the object, as indicated in the image, is 14.17 inches or approximately 36 centimeters."
88582,88653,https://m.media-amazon.com/images/I/614gtKOpoOL.jpg,781426,width,width 24' length 38,"24"""
88785,88857,https://m.media-amazon.com/images/I/614p8eaLsxL.jpg,574059,width,"JAM R PAPER&ENVELOPE POPFolders Folders thatPoP! 9.5x11.5Plastic2Pockets Business Card Slits6 Per Pack Business Colors GREY WHITE BLACK MADE IN CHINA 2 of Each Color Per Pack 842497171234 Distributed by JAM Paper 185 Legrand Ave.Northvale, NJ 07647, www.jampaper.com",9.5 inches
88848,88920,https://m.media-amazon.com/images/I/614r3-XPhkL.jpg,452717,width,Dimensions 11.04 1 2 99,12 inches
89026,89098,https://m.media-amazon.com/images/I/614xxoMBikL.jpg,810266,width,330 ML 8.5CM Fiat 6 ITALY STABILE KERAMIK-ANGENEHM ABGERUNDETE FORM,"8,5 CM"
89071,89143,https://m.media-amazon.com/images/I/614zVEnI-wL.jpg,204245,width,SEATS UP TO 2 Enjoy your leisure time with your families Sitting | Reading | Relaxing. 33.5 660 LBS HOLDSUPTO660LBS 17' 18.3 47.3',"47.3"""
89173,89245,https://m.media-amazon.com/images/I/6151bPlj+CL.jpg,249345,width,#1$ FoodSaver Jy-Jl28cm 35--2 #ty,"The width of the object in the image, as indicated by the text ""パックロール28cm"" which translates to ""pack roll 28 cm,"" is 28 centimeters."
89179,89251,https://m.media-amazon.com/images/I/6151mSm3CML.jpg,433914,width,Venice New 14 G e 9.8[250 6'-2.81900] 5-2.8[1594] [49] 3C 1'-6.1 8'-2.4[2500] 9.8[250] C 5.1130] 2[50] 8.5 [215] 3'-1.2[945] 6'-7.9[2030] 14'-0.1[4271] SPECIFICATION: HORIZONTAL FRAME:40*20*1.5mm RHS 250*2mm steel VERTICAL FRAME:40*40*2mm SHS VERTICAL PICKETS:2020*1.2mm SHS 15*15*1.2mmSHS DECORATION:16*4mm F1at bar 12*6mm Flat bar POSTS=3.5*3.5SQ.STEELTUBE SPEAR HEAD,"14' - 0.1"" [4271]"
89313,89385,https://m.media-amazon.com/images/I/6156uid3DnL.jpg,952353,width,15.6 Image Flip 1080P Touchscreen Matte Surface WIMAXIT,"15.6"""
89551,89625,https://m.media-amazon.com/images/I/615G7nqKoiL.jpg,483370,width,PUNI PxPxP t-7 55054297 P+ http F1NF /dfdxdxd// PiPiP 3 VSIC EAL DILDO 582616135964 01-0129,20 cm
89718,89792,https://m.media-amazon.com/images/I/615KKvEexGL.jpg,311997,width,"TALLBOOKSHELF 65"" high bookcase provides all the vertical storage you need FURNITURE DESIGN","The width of the object in the image is not explicitly stated. However, based on common dimensions for bookshelves and the proportion of the shelves to the visible part of the floor, a typical height might be around 65 inches as mentioned in the overlay text. To determine the exact width, one would need additional information or measurements that are not provided in this image."
89931,90005,https://m.media-amazon.com/images/I/615Sb+C1RdL.jpg,639508,width,Daiya Joy Life Design -ln +ALS- 56 -56 #+=-54 24 +- Bittt cm,24 cm
89974,90048,https://m.media-amazon.com/images/I/615UbTkb4mL.jpg,452717,width,Perfect size to hang clothes 9 16 1,9 inches
90244,90318,https://m.media-amazon.com/images/I/615f-VQt9yL.jpg,865691,width,7 IN 11 IN FOR NARROW SEATS 2.5IN NOT FOR WIDE SEATS,2.5 IN
90425,90499,https://m.media-amazon.com/images/I/615mNkXXdhL.jpg,648011,width,"Product Size 6.3"" Base: E27","1.7"""
90464,90538,https://m.media-amazon.com/images/I/615ntN39JLL.jpg,757743,width,FIELD BOOK ELAN PUBLISHING SET OF FIVE Dotted Paper 48-PAGE MEMO BOOKS 3-1/2x5-1/2Durable MaterialsPocket Size ELAN-FN-002F,"5-1/2"""
90713,90787,https://m.media-amazon.com/images/I/615xZIQiPRL.jpg,801829,width,Tall Backrest Extra tall backrest for increased comfort Ours Others 5 5,"25.2"""
90726,90800,https://m.media-amazon.com/images/I/615y3WWe8+L.jpg,192915,width,DIMENSIONS Rio Salto 2.76 in GENUINE QUALITY GUARANTEED 100% Genuine 4.5 in Brushed Brass,4.5 in
90957,91031,https://m.media-amazon.com/images/I/6164suVLghL.jpg,668667,width,Light Purple 27.6HX30.3W,30.3 inches
90987,91061,https://m.media-amazon.com/images/I/6165yUmr7WL.jpg,713408,width,DICCOLO - LEGGERO 9mm 34mm 34mm Leggero: 11g,34mm
91165,91239,https://m.media-amazon.com/images/I/616D9oPRwDS.jpg,781426,width,"width 28' length 52""",28 inches
91166,91240,https://m.media-amazon.com/images/I/616DAgf+bpL.jpg,416664,width,Das aufgerustete groBe Solarpanel 4*4CM Unser Neuester Entwurf Andere Verkaufer Blitzzeit:8~12 Stunden Blitzzeit<8 Stunden Schnelle Vollladung:4~6 Stunden Schnelle Vollladung> 8 Stunden Sonnenkollektor:3.7V 1400MA Sonnenkollektor:2V60MA Beleuchtungs-Modus:8 Modi Beleuchtungs-Modus:Nein Helligkeit: Einstellbar Das originellste Design X,4*4CM
91665,91739,https://m.media-amazon.com/images/I/616U+Iedh6L.jpg,483370,width,SIZE SIZE 15.5CM 18CM 19CM 17CM,19CM
91697,91771,https://m.media-amazon.com/images/I/616V654DzWL.jpg,483370,width,X 30CM/11.81IN,"The width of the object in the image is 30 centimeters or approximately 11.81 inches, as indicated by the measurement provided on the right side of the image."
91823,91897,https://m.media-amazon.com/images/I/616aHvTO-rL.jpg,801829,width,BEACH CHAIR 5t11in HEIGHT 31 in SEAT BASE 7 in WIDTH 23 in,23 in
92038,92112,https://m.media-amazon.com/images/I/616iLL0LLPL.jpg,810266,width,"THE P ERFEC r SIZE 235 ml 900 ml 920 ml 8oz 30 oz 32 oz H:2.7INCH-7CM H6.38INCH-16,2CM H11INCH-28CM B:3INCH-8CM B:3.58INCH-91CM B:3INCH-8CM",8 cm
92150,92224,https://m.media-amazon.com/images/I/616mIXcVNnL.jpg,550840,width,"Real color super large. color screen, fantastic colorful. dynamic interface 1.54-inch,240*240 resolution,2.5DRadian HD IPS display color screen 60 11 A ( V 969 07 221 Coll logs",1.54 inches
92415,92489,https://m.media-amazon.com/images/I/616wR1rTxzL.jpg,237000,width,MEASURE GUIDE 22.8 8.6 6.3 10 PCS,"22.8"""
92629,92703,https://m.media-amazon.com/images/I/61739t98pRL.jpg,149708,width,"What's Special About Our Wind Spinner 14 in - Transparent Plastic Powder Can Prevent Rust, Waterproof,UV,And Fade. High-quality bearings can work flexibly even at low wind speeds 75.5 in Each Piece Of Iron Block Has Many Welding Points, Which Makes The Windmill More Solid And Stable The Joints Of the Iron Brackets Are Solid, Not Easy To Bend When Encountering Strong Winds",14 inches
92647,92721,https://m.media-amazon.com/images/I/6173dTL55dL.jpg,929999,width,RACKET DATAINFORMATION 7.8in thickness0.43in 15.9in Tiapad 4.9in 4.3in RACKETLENGTH 15.9in RACKETLENGTH 7.8in GRIP LENGTH 4.9in HANDLE CIRCUMFERENCE 4.3in THICKNESS 0.43in,7.8in
92970,93044,https://m.media-amazon.com/images/I/617FTOPz2SL.jpg,746096,width,ENERG SAMSUNG GQ50Q60AAU A B D G G 67 kWh/1000h ABCDEFG HDR 100 kWh/1000h 3840 px 2160 2019/2013,2160 px
93053,93127,https://m.media-amazon.com/images/I/617IkWjDRxL.jpg,442321,width,"Size:inch 38.5"" 23.6 0-75 15.3 11.8 25.2-35.8",38.5 inches
93215,93289,https://m.media-amazon.com/images/I/617P0kAf4JL.jpg,675317,width,"Measurements 2.212"" 2.638 Installation Kit.",2.212 inches
93296,93370,https://m.media-amazon.com/images/I/617Rhl2sc8L.jpg,711228,width,"KOMPAKT & FUNKTIONAL LEICHT ZU BEFULLEN Zum Offnen & Befullen Verschlusskappe mit einfullen & wieder verschlieBen IDEAL ALS GESCHENK STUFENLOSES MAHLEN Optimale Mahlleistung mit einstell- barem Mahlgrad von fein bis grob KOMPAKTES DESIGN LARS NYSOM Hohe: 18,7 cm Durchmesser 5,0 cm Fullmenge: ca.150 g","The width of the object in the image is 5,0 cm."
94210,94284,https://m.media-amazon.com/images/I/618+dz7gvgL.jpg,142748,width,38 INCH GIORDANO ESTD-1981 1 INCH Fiberglass Middle Ribs. Fibreglass Shaft One Piece Umbrella Bead,38 INCH
94293,94367,https://m.media-amazon.com/images/I/6183ZWskXUL.jpg,478357,width,54-INCH 31-INCH 30-INCH,54-INCH
94377,94451,https://m.media-amazon.com/images/I/6186R8wCPzL.jpg,292475,width,Large Capacity 5.7 3.1 WOOUCH STUDIO,"5.7"""
94611,94685,https://m.media-amazon.com/images/I/618EYxldHlS.jpg,478357,width,29 29 1.6 59.25 23.23 W 29 35.5 SIZE: INCHES,The width of the object in the image is 29 inches.
94641,94715,https://m.media-amazon.com/images/I/618FnVbsScL.jpg,656960,width,3 4.7 in (12 cm) 10.2 in (26 cm) 350x,4.7 in
94670,94744,https://m.media-amazon.com/images/I/618GdqptZ+L.jpg,483370,width,PRODUCTDETALLS NAME: gaby doll. MATERIAL: plush 30cm FILLER: PP cotton WEIGHT: 124g,"The width of the object, which is a plush toy cat named ""gaby doll,"" is 30 centimeters. This measurement indicates that the plush toy has an approximate span from one side to the other when viewed in its entirety."
94723,94797,https://m.media-amazon.com/images/I/618IdmFXwBL.jpg,141308,width,Size Reference This Frame Bag Fits most Mountain and Road Bikes CYCLI 5.9,"11.8"""
95019,95093,https://m.media-amazon.com/images/I/618TWGA5ptL.jpg,952353,width,ENERG7 PHILIPS 24E1N5300AE A B C D E F F G 22 kWh/1000h 1920 px 1080 px  cm 61 2019/2013,1080 px
95265,95339,https://m.media-amazon.com/images/I/618dC2YCc8L.jpg,589105,width,"t CARRIER BAGS These vest plastic carrier bags are waterproof, which helps to protect the items inside from getting wet 21'","21"""
95581,95655,https://m.media-amazon.com/images/I/618osH6O29L.jpg,988675,width,Product size and weight Largest diameter 1in Minimum diameter 0.8in 2.36in iPhone 6 Free Mockup WEIGHT 0.35LB ~,The width of the object in the image is 1 inch.
95964,96038,https://m.media-amazon.com/images/I/6190efurQ7L.jpg,156839,width,For 0.86inch Roman Rod,0.86 inch
95990,96064,https://m.media-amazon.com/images/I/6191WCrHUiL.jpg,483370,width,8.5 Trunkin Trunkin Cms nkin OTrunkin Trunkin,8.5 cm
96621,96695,https://m.media-amazon.com/images/I/619PXVHtmfL.jpg,929999,width,"7.5"" Pickleball Paddle STANDARDSIZE Weight 10.45"" 9.8 oz Thickness 0.4 IN Parcocan 1.4"" 4.92"" Parcocan","7.5"""
96689,96763,https://m.media-amazon.com/images/I/619SST7yIEL.jpg,208023,width,WATERFORD FINE SILVER GIFTS Fits Photo Size 5X 7 TARNISH FREE,2.5 inches
97075,97149,https://m.media-amazon.com/images/I/619hnR1IW5L.jpg,844474,width,HANDMADE 7.0in BAGS 4.5in Note: Manual measurement allows a little error.,4.5in
97721,97795,https://m.media-amazon.com/images/I/61A5mIJ4NAL.jpg,931247,width,PREMIUMQUALITY EASYCLEAN UPCOMPACT DESIGNWASTEFREE 54'X300 CUT-TO-SIZE PLASTICTABLECLOTH BUILT IN SLIDE CUTTER INCLUDED,"54"""
97849,97923,https://m.media-amazon.com/images/I/61AACZXhp-L.jpg,944936,width,Thank GyQw Meet USPS Envelope Size Requirements Can be Mailed Directly 3.8 5.5,"5.5"""
97993,98067,https://m.media-amazon.com/images/I/61AF-2Ua4aL.jpg,119607,width,14.2 11.6' Power Adapter Screws Instruction Hanging Chain,"14.2"""
98190,98264,https://m.media-amazon.com/images/I/61AMKgP7+lL.jpg,295706,width,2 2 ) JS hin,The width of the object in the image is 3 inches.
98304,98378,https://m.media-amazon.com/images/I/61AQUNUcizL.jpg,119607,width,20 CM M GROBE 30 CM OI93MA PLAY EXTRA DICKES STAHLBLECH - HOCHWERTIGE MOTIVPRAGUNG,20 cm
98319,98393,https://m.media-amazon.com/images/I/61AQxXcAmoL.jpg,488883,width,"Unstuff pouf filling way, After fill in size 1:Open zipper pull on bottom, and fill in soft material as mentioned 24.2dia. 13.76 Big Joe Usedclothes Old towels and blankets Usedcushion Stuffedanimaltoy Usedquilt Bubblepack Polyfill",The width of the object in the image is 24.2 inches.
98495,98569,https://m.media-amazon.com/images/I/61AXzD9edaL.jpg,529606,width,"1.5"" Durchmesser1.5"" 40pack Kerze lasst sich leicht Menge 50 zahlen aus der Dose entfernen 4 Stunden Brenndauer Fur Zuhause, Partys Brennt schon Hochzeit und mehr und sicher","1.5"""
98689,98763,https://m.media-amazon.com/images/I/61AgADWL7TL.jpg,130202,width,"GRaPHICS SLAP-STICKZ' &MORE file cabinets and morel Laminated and printed with water and Great for indoor or outdoor use.Stick to carsboats,walls UVresistant inks. PEEL HERE 6' 433",The width of the object in the image is 6 inches.
98904,98978,https://m.media-amazon.com/images/I/61Ao5QLN0EL.jpg,810266,width,"2,625' normgl capacity 11oz 3,5' maximym capacity 13oz","2,625''"
99034,99108,https://m.media-amazon.com/images/I/61AsmF4A0pL.jpg,237000,width,PRODUCT SIZE 10,5 inches
99167,99241,https://m.media-amazon.com/images/I/61AxyU45+eL.jpg,202651,width,"PRODUCT SIZE 2 3.4""",The width of the object in the image is 5 inches.
99239,99313,https://m.media-amazon.com/images/I/61B-S4e2T6L.jpg,810266,width,"330 ML 8,5CM Vpa 6 GARAGE STABILE KERAMIK-ANGENEHM ABGERUNDETE FORM",8.5 cm
99410,99484,https://m.media-amazon.com/images/I/61B58e+nubL.jpg,311997,width,tile redi redi. NICHE MODEL: RND1614S-14 16,"16"""
99983,100057,https://m.media-amazon.com/images/I/61BSngz41NL.jpg,611510,width,WEIGHT (KG) 300KG 38CM 83CM 38CM,The width of the object in the image is 83cm.
100169,100243,https://m.media-amazon.com/images/I/61BaJCry0IL.jpg,311997,width,Collapses for Easy Take,"11.5"""
100339,100413,https://m.media-amazon.com/images/I/61Bfqb1FsFL.jpg,347320,width,"2 x 12-inch 14CT (white) 2 x 12 by 18-inch 14CT (white) 2 X 12-inch 11CT (black, white) 2 X 12 by 18-inch 11CT (black,white)",18 inches
100631,100705,https://m.media-amazon.com/images/I/61BpaZYcIKL.jpg,276688,width,120 Adjustable On-Off Switch Lamp Holder 78in Quick Adjust 3-Leg Clasp Lock Steady System,78 inches
100975,101050,https://m.media-amazon.com/images/I/61C0CS8IAiL.jpg,745387,width,46,"31½"""
101090,101165,https://m.media-amazon.com/images/I/61C3y9P-QML.jpg,711228,width,"KOMPAKT & FUNKTIONAL LEICHT ZU BEFULLEN Zum Offnen & Befullen Verschlusskappe mit einfullen & wieder verschlieBen IDEAL ALS GESCHENK STUFENLOSES MAHLEN Optimale Mahlleistung mit einstell- barem Mahlgrad von fein bis grob KOMPAKTES DESIGN LARSNYSOM Hohe: 18,7 cm Durchmesser 5,0 cm Fullmenge: ca.150 g","The width of the object in the image is 5,0 cm."
101140,101215,https://m.media-amazon.com/images/I/61C5j9DkzrL.jpg,881883,width,7' 10 10' Fit In 10 X 10 Gazebo X1 10'X7'X1P,10'
101407,101482,https://m.media-amazon.com/images/I/61CEt0MzIhL.jpg,661582,width,"11O0+ PAPER CAPACITY DUTSTOM OFFCE WERKS ""9 NONK ANGLEDRING FREE 3 RINGBINDER CUUSTONIEE BLACKCLEAR VIEWPOCKETS YOURCOVER HOLDS WERRE","6"""
101419,101494,https://m.media-amazon.com/images/I/61CFbXXokXL.jpg,276611,width,10.CM 10.CM 20.CM 60.CM 20.CM 10.CM 80.CM,80 cm
101673,101748,https://m.media-amazon.com/images/I/61CQ79wjBaL.jpg,866516,width,"4.9"" HRISIMAS A STORY","4.9"""
101679,101754,https://m.media-amazon.com/images/I/61CQ9xf56dL.jpg,801829,width,Anti-rolloyer handrail 180flat lay Widening 66CM,66CM
101680,101755,https://m.media-amazon.com/images/I/61CQDm+YDiL.jpg,208023,width,"63/10"" DISPLAY SIZE 31/2X51/2 83/10 6 Edge Width 12/5 [x] Front protection in real glass x Easy to set up Frames arrive with fully assembled makes picture clear to display and ready to hang","4"""
101899,101974,https://m.media-amazon.com/images/I/61CWvf15VAL.jpg,611510,width,Stool diameter:12.99 in Chassis diameter:12.20 in,"The width of the object, as indicated in the image, is 12.99 inches."
101937,102012,https://m.media-amazon.com/images/I/61CXs4vHAXL.jpg,483370,width,6.5 6.sTall,"The width of the object, which is the Godzilla figurine, can be determined by measuring the distance from one side to the other across its body. However, since the image does not provide a clear view of the figurine's full width and the measurement scale is only visible along the height, it is not possible to accurately determine the width without additional information or a different angle showing the entire figure."
102530,102605,https://m.media-amazon.com/images/I/61Cv5BKkFbL.jpg,446789,width,"43.5 39 9.5 79"" Perfect for Small Spaces 43.5n (W) x 80in (D) x 39in (H) Weight Limit: 250 Ibs",43.5 inches
102555,102630,https://m.media-amazon.com/images/I/61CwC76A3gL.jpg,261553,width,Candle Rings Hydrangea,4 inches
102815,102890,https://m.media-amazon.com/images/I/61D5GNcKDvL.jpg,276688,width,DIMENSIONES DEL PRODUCTO El reflector y el soporte de luz se pueden plegar en un tamano Abrazadera para reflector V con soporte de montaje 43 in [110cm ] >>) 21 pulgadas [53cm ] 43 pulgadas [110cm ] 16.5 in NEEWER [ 42cm ],"The width of the object, which is a round reflector with a diameter of 43 inches (110 cm), can be determined by measuring the widest part of the circular shape. Since it's a flat circle, the diameter across any point on the circumference will give us the same measurement as the width. Therefore, the width of the reflector is 43 inches or 110 cm."
102874,102949,https://m.media-amazon.com/images/I/61D7DEFxKfL.jpg,483370,width,24 in,"The width of the teddy bear in the image is 24 inches, as indicated by the measurement line running vertically through the center of the bear."
102926,103001,https://m.media-amazon.com/images/I/61D9+HoBliS.jpg,529606,width,R 5.5 in 6 PCS CANDLES SET 1.25 in,The width of the object in the image is 1.25 inches.
103031,103106,https://m.media-amazon.com/images/I/61DCky7XV7L.jpg,478357,width,16.5-Inch 35-Inch 35-Inch,35-Inch
